Organic Limes, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094048 
Organic Green Leaf Lettuce, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094076 
Organic Fuji Apples, $2.49/lb, https://www.kroger.com/product/images/medium/front/0000000094131 
Simple Truth Organic™ Peeled Rainbow Baby Carrots, 12 oz, https://www.kroger.com/product/images/medium/front/0001111001678 
Simple Truth Organic™ Russet Potatoes, 3 lb, https://www.kroger.com/product/images/medium/front/0001111091778 
Simple Truth Organic™ Chives, 0.5 oz, https://www.kroger.com/product/images/medium/front/0001111001813 
Simple Truth Organic™ Baby Romaine, 5 oz, https://www.kroger.com/product/images/medium/front/0001111091127 
Simple Truth Organic® Baby Carrots, 2 lb, https://www.kroger.com/product/images/medium/front/0001111018226 
Organic Bartlett Pears, $2.49/lb, https://www.kroger.com/product/images/medium/front/0000000094409 
Simple Truth Organic™ Tarragon, 0.5 oz, https://www.kroger.com/product/images/medium/front/0001111001908 
Mixed Melon Chunks, 24 oz, https://www.kroger.com/product/images/medium/front/0071752441543 
Simple Truth Organic® Little Gem Lettuce, 6 oz, https://www.kroger.com/product/images/medium/front/0001111003895 
Watermelon Chunks, 10 oz, https://www.kroger.com/product/images/medium/front/0071752441202 
Kroger® Sweet Apples & Caramel Snack Tray, 2.75 oz, https://www.kroger.com/product/images/medium/front/0001111002970 
Pineapple Chunks, 10 oz, https://www.kroger.com/product/images/medium/front/0071752451303 
Spice World Organic Garlic, 8 oz, https://www.kroger.com/product/images/medium/front/0007096900017 
Fruit Medley, 24 Oz, https://www.kroger.com/product/images/medium/front/0071752478239 
organicgirl Sweet Pea Protein Greens, 4.2 oz, https://www.kroger.com/product/images/medium/front/0089520300157 
Organic - Fennel, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094515 
organicgirl Baby Spinach, 10 oz, https://www.kroger.com/product/images/medium/front/0089520300116 
Simple Truth™ Perfectly Pineapple Fruit Cup, 7 oz, https://www.kroger.com/product/images/medium/front/0001111083184 
Organic White Onions, 1 each, https://www.kroger.com/product/images/medium/front/0000000094663 
Organic Cripps Apple, $2.49/lb, https://www.kroger.com/product/images/medium/front/0000000094130 
Taylor Farms Turkey & Cheddar Cheese Snack Tray, 6 oz, https://www.kroger.com/product/images/medium/front/0082486270112 
Organic Celery Hearts, 2 ct, https://www.kroger.com/product/images/medium/front/0000000094575 
Pro2Snax Sliced Apples with Chocolate Caramels and Pretzels, 2.4 oz, https://www.kroger.com/product/images/medium/front/0064963200169 
Kroger® Sweet Apples Pretzels & Cheddar Cheese Snack Tray, 3 oz, https://www.kroger.com/product/images/medium/front/0001111003119 
Simple Truth Organic™ Lemongrass, 2 ct, https://www.kroger.com/product/images/medium/front/0001111018156 
Kroger® Apples & Peanut Butter Snack Tray, 2.75 oz, https://www.kroger.com/product/images/medium/front/0001111002956 
Kroger® Gluten Free Baby Carrots & Ranch Dip Snack Tray, 3.5 oz, https://www.kroger.com/product/images/medium/front/0001111002999 
Small Mixed Grapes, 11 oz, https://www.kroger.com/product/images/medium/front/0071752451605 
Organic Red Dandelion Greens, each, https://www.kroger.com/product/images/medium/front/0000000094615 
Kroger® Trimmed Asparagus Spears, 16 oz, https://www.kroger.com/product/images/medium/front/0001111002615 
Organic Banana, $0.69/lb, https://www.kroger.com/product/images/medium/front/0000000094011 
Kroger® Sweet Corn Cobs, 4 ct, https://www.kroger.com/product/images/medium/front/0001111018183 
Kroger® Broccoli Slaw, 12 oz, https://www.kroger.com/product/images/medium/front/0001111002458 
Organic Cucumber, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094062 
Organic - Berries - Strawberries, 16 oz, https://www.kroger.com/product/images/medium/front/0003338320038 
Organic Green Onions, 1 each, https://www.kroger.com/product/images/medium/front/0000000094068 
Kroger® Vegetable Medley, 32 oz, https://www.kroger.com/product/images/medium/front/0001111079548 
Simple Truth Organic™ Blueberries, 6 oz, https://www.kroger.com/product/images/medium/front/0001111001615 
Organic Yellow Squash, $1.99/lb, https://www.kroger.com/product/images/medium/front/0000000094784 
Organic - Berries - Raspberries - Red, 6 Oz, https://www.kroger.com/product/images/medium/front/0005916550200 
Kroger® Riced Cauliflower, 16 oz, https://www.kroger.com/product/images/medium/front/0001111018241 
Simple Truth Organic™ Mini Sweet Peppers, 16 oz, https://www.kroger.com/product/images/medium/front/0001111090020 
Simple Truth Organic™ Baby Spinach, 5 oz, https://www.kroger.com/product/images/medium/front/0001111091128 
Simple Truth Organic® Baby Carrots, 1 lb, https://www.kroger.com/product/images/medium/front/0001111091659 
Kroger® Riced Cauliflower Veggie Medley, 16 oz, https://www.kroger.com/product/images/medium/front/0001111018242 
Organic Celery, $1.69/lb, https://www.kroger.com/product/images/medium/front/0000000094070 
Organic Lemons, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094053 
Simple Truth Organic™ Grape Tomatoes, 10 oz, https://www.kroger.com/product/images/medium/front/0001111091068 
Organic Zucchini Squash, $1.89/lb, https://www.kroger.com/product/images/medium/front/0000000094067 
Organic Broccoli, $2.49/lb, https://www.kroger.com/product/images/medium/front/0000000094060 
Organic Green Bell Pepper, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094065 
Kroger® Packaged Sweet Corn, 7 ct, https://www.kroger.com/product/images/medium/front/0001111018184 
Kroger® Ginger Garlic Stir Fry Kit, 14 oz, https://www.kroger.com/product/images/medium/front/0001111018246 
Private Selection™ Smoked Gouda Onion & Thyme Seasoned Petite Potatoes, 16 oz, https://www.kroger.com/product/images/medium/front/0001111008026 
Ortega Thick & Smooth Mild Taco Sauce, 8 oz, https://www.kroger.com/product/images/medium/front/0003900000890 
Home Chef Heat & Eat Bourbon Glazed Sweet Potatoes with Pecans, 14 oz, https://www.kroger.com/product/images/medium/front/0084013430309 
Home Chef Heat & Eat Seasoned Green Beans, 11 oz, https://www.kroger.com/product/images/medium/front/0084013430308 
Mission Garden Spinach Herb Wraps, 6 ct / 15 oz, https://www.kroger.com/product/images/medium/front/0007373100291 
Organic On the Vine Tomatoes (4-5 Tomatoes per Bunch), $2.99/lb, https://www.kroger.com/product/images/medium/front/0000000094664 
Organic Red Bell Pepper, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094688 
Simple Truth Organic™ Mixed Bell Peppers, 2 ct, https://www.kroger.com/product/images/medium/front/0001111090010 
Ortega Original Thick & Smooth Mild Taco Sauce, 16 oz, https://www.kroger.com/product/images/medium/front/0003900001893 
Organic Red Tomatoes, $2.49/lb, https://www.kroger.com/product/images/medium/front/0000000094799 
Organic Orange Bell Pepper, 1 ct, https://www.kroger.com/product/images/medium/front/0000000093121 
Simple Truth Organic™ Roma Tomatoes, 16 oz, https://www.kroger.com/product/images/medium/front/0001111000219 
Ortega Original Taco Seasoning Mix, 1.25 oz, https://www.kroger.com/product/images/medium/front/0003900000820 
Organic Yellow Bell Pepper, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094689 
Organic Red Bell Pepper, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094088 
Organic - Eggplant, 1 lb, https://www.kroger.com/product/images/medium/front/0000000094081 
Ortega Original Thick & Smooth Medium Taco Sauce, 16 oz, https://www.kroger.com/product/images/medium/front/0003900001894 
Organic Heirloom Tomatoes, $3.99/lb, https://www.kroger.com/product/images/medium/front/0000000093423 
Rio Luna Organic Nacho Sliced Jalapenos, 12 oz, https://www.kroger.com/product/images/medium/front/0007715381004 
Mixed Berries, 24 Oz, https://www.kroger.com/product/images/medium/front/0071752478246 
Cacique Queso Fresco, 10 oz, https://www.kroger.com/product/images/medium/front/0007456240110 
Organic Kiwi, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094030 
Organic Pineapples, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094430 
Simple Truth Organic™ Kiwifruit, 16 oz, https://www.kroger.com/product/images/medium/front/0001111004654 
505 Southwestern Medium Green Chile Sauce, 16 oz, https://www.kroger.com/product/images/medium/front/0060205010383 
Organic English Cucumber, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094593 
Organic Spaghetti Squash, $1.69/lb, https://www.kroger.com/product/images/medium/front/0000000094776 
Organic Acorn Squash, $1.69/lb, https://www.kroger.com/product/images/medium/front/0000000094750 
505 Southwestern Mild Hatch Valley Green Chile Sauce, 16 oz, https://www.kroger.com/product/images/medium/front/0060205010364 
Simple Truth Organic™ Baby Spring Mix, 5 oz, https://www.kroger.com/product/images/medium/front/0001111091131 
Simple Truth Organic™ Baby Spinach, 16 oz, https://www.kroger.com/product/images/medium/front/0001111091151 
Organic Cilantro, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094889 
Cacique Cotija Part Skim Milk Cheese, 10 oz, https://www.kroger.com/product/images/medium/front/0007456200110 
Simple Truth Organic™ Baby Arugula, 5 oz, https://www.kroger.com/product/images/medium/front/0001111091150 
Kroger® Broccoli Florets, 32 oz, https://www.kroger.com/product/images/medium/front/0001111079549 
Organic Ginger Root, $3.49/lb, https://www.kroger.com/product/images/medium/front/0000000094612 
Simple Truth Organic™ Baby Spring Mix, 16 oz, https://www.kroger.com/product/images/medium/front/0001111091130 
Kroger® Sweet Baby Broccoli, 10 oz, https://www.kroger.com/product/images/medium/front/0001111004490 
Simple Truth Organic™ Whole Carrots, 32 oz, https://www.kroger.com/product/images/medium/front/0001111091657 
Organic Small Avocado, 1 ct, https://www.kroger.com/product/images/medium/front/0000000094225 
Organic Kale, 16 oz, https://www.kroger.com/product/images/medium/front/0000000094627 
Kroger® Cauliflower Florets, 24 oz, https://www.kroger.com/product/images/medium/front/0001111079550 
Simple Truth Organic™ Romaine Hearts, 12 oz, https://www.kroger.com/product/images/medium/front/0001111091661 
Simple Truth Organic™ Gala Apples Pouch, 2 lb, https://www.kroger.com/product/images/medium/front/0001111069101 
Simple Truth Organic™ Basil, 0.5 oz, https://www.kroger.com/product/images/medium/front/0001111001812 
Kroger® Sweet Baby Cauliflower, 10 oz, https://www.kroger.com/product/images/medium/front/0001111023661 
Organic Iceberg Lettuce, 16 oz, https://www.kroger.com/product/images/medium/front/0000000094061 
Simple Truth Organic™ 50/50 Blend Salad, 5 oz, https://www.kroger.com/product/images/medium/front/0001111091471 
Organic Honeycrisp Apples, $3.79/lb, https://www.kroger.com/product/images/medium/front/0000000093283 
Kroger® Riced Cauliflower Veggie Medley, 16 oz, https://www.kroger.com/product/images/medium/front/0001111018242 
Simple Truth Organic™ Power Greens, 5 oz, https://www.kroger.com/product/images/medium/front/0001111091733 
Simple Truth Organic™ Sliced Baby Bella Mushrooms, 8 oz, https://www.kroger.com/product/images/medium/front/0001111002498 
Simple Truth Organic™ Thyme, 0.5 oz, https://www.kroger.com/product/images/medium/front/0001111001921 
Simple Truth Organic™ 50/50 Salad Blend Mix, 16 oz, https://www.kroger.com/product/images/medium/front/0001111002474 
Organic Carrots, 1 bunch, https://www.kroger.com/product/images/medium/front/0000000094094 
Simple Truth Organic™ Whole Baby Bella Mushrooms, 8 oz, https://www.kroger.com/product/images/medium/front/0001111091508 
Organic Italian Parsley, Each, https://www.kroger.com/product/images/medium/front/0000000094901 
Simple Truth Organic™ Honeycrisp Apples, 2 lb, https://www.kroger.com/product/images/medium/front/0001111069106 
Simple Truth Organic™ Rosemary, 0.5 oz, https://www.kroger.com/product/images/medium/front/0001111001886 
Simple Truth Organic™ Celery Hearts, 1 lb, https://www.kroger.com/product/images/medium/front/0001111091660 
Simple Truth Organic™ Fuji Apples Bag, 2 lb, https://www.kroger.com/product/images/medium/front/0001111069102 
Organic Cauliflower, 1 lb, https://www.kroger.com/product/images/medium/front/0000000094079 
Organic Yellow Onions, $1.59/lb, https://www.kroger.com/product/images/medium/front/0000000094093 
Simple Truth Organic® Power Greens with Fresh Carrots, 16 oz, https://www.kroger.com/product/images/medium/front/0001111004778 
Organic Russet Potatoes, 1 lb, https://www.kroger.com/product/images/medium/front/0000000094072 
Kroger® Prepped Sweet Potato Cubes, 16 oz, https://www.kroger.com/product/images/medium/front/0001111001499 
Organic Red Kale, 1 lb, https://www.kroger.com/product/images/medium/front/0000000093095 
Gourmet Garden Organic Lightly Dried Parsley, 0.35 oz, https://www.kroger.com/product/images/medium/front/0087520800124 
Gourmet Garden Organic Lightly Dried Cilantro, 0.35 oz, https://www.kroger.com/product/images/medium/front/0087520800123 
Kroger® Broccoli Florets, 32 oz, https://www.kroger.com/product/images/medium/front/0001111079549 
Crunch Pak Sweet Apple Slices Snack Packs, 6 ct / 2 oz, https://www.kroger.com/product/images/medium/front/0073231312203 
Simple Truth Organic Whole Bay Leaves, 0.5 oz, https://www.kroger.com/product/images/medium/front/0001111018157 
Wonderful Seedless Lemons, 1 lb, https://www.kroger.com/product/images/medium/front/0007224054678 
Kroger® Sweet Baby Broccoli, 10 oz, https://www.kroger.com/product/images/medium/front/0001111004490 
North Shore Potted Living Basil, 1 ct, https://www.kroger.com/product/images/medium/front/0066062812601 
organicgirl Baby Arugula, 5 oz, https://www.kroger.com/product/images/medium/front/0089520300115 
organicgirl 50/50 Mixed Greens, 5 oz, https://www.kroger.com/product/images/medium/front/0089520300126 
Kroger® Cauliflower Florets, 24 oz, https://www.kroger.com/product/images/medium/front/0001111079550 
Simple Truth Organic™ Whole White Mushrooms, 16 oz, https://www.kroger.com/product/images/medium/front/0001111002496 
Simple Truth Organic™ Portabella Mushroom Caps, 6 oz, https://www.kroger.com/product/images/medium/front/0001111091513 
Baby Organic Broccoli, 1 each, https://www.kroger.com/product/images/medium/front/0000000093277 
Kroger® Sweet Baby Cauliflower, 10 oz, https://www.kroger.com/product/images/medium/front/0001111023661 
Cal-Organic Carrot Chips, 16 oz, https://www.kroger.com/product/images/medium/front/0007878352450 
Simple Truth Organic® Romaine Hearts, 7 oz, https://www.kroger.com/product/images/medium/front/0001111003892 
